"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"2020F","TX","PERCV"," 306.4"," 326.3"," 337.4"," 411"," 406.7"," 500.6"," 638.4"," 835.3"," 947.4"," 1170"," 950.3"," 1083.9"," 1371.4"," 1406.8"," 1551.6"," 1487.8"," 1249.6"," 1322.4"," 1338"," 1548.9"," 1469.1"," 1465.5"," 1390.4"," 1511.7"," 1412.3"," 1348.4"," 1457"," 1641.2"," 1405.7"," 1420"," 1994.9"," 2532.2"," 2056"," 2451.7"," 2492.2"," 3009.4"," 2773.6"," 3091.9"," 3432.1"," 2692.3"," 3070.2"," 2661.1"," 2257.4"," 2728"," 3291"," 2725.8"," 2520.1"," 2674.5"," 3074.9"," 2965"," 2732.3"
"2020F","TX","PERSB"," 295284"," 298570"," 304807"," 301447"," 277139"," 283492"," 288139"," 321672"," 330534"," 354724"," 259134"," 243522"," 256941"," 249243"," 268915"," 257136"," 235486"," 256409"," 252950"," 274743"," 249661"," 254433"," 247082"," 256989"," 240657"," 232196"," 251545"," 258704"," 229143"," 218127"," 241682"," 260709"," 259776"," 250636"," 229094"," 228166"," 200233"," 237519"," 229830"," 222291"," 259564"," 228947"," 193674"," 235188"," 266519"," 239048"," 201005"," 185413"," 251137"," 256749"," 225899"
"2020F","TX","PESCB"," 5038146"," 5371166"," 5688647"," 6192982"," 6082339"," 5656384"," 6022973"," 6654885"," 7140550"," 7500694"," 7748896"," 7919160"," 7401023"," 7355369"," 7722148"," 7824014"," 7734824"," 7835305"," 8359206"," 8826745"," 8818388"," 8969488"," 9087052"," 9171262"," 9435003"," 9625356"," 10250909"," 10684479"," 10870562"," 10602123"," 10981026"," 10714990"," 11024416"," 10843204"," 10970289"," 10393538"," 10459476"," 10367625"," 9760035"," 9271314"," 10023215"," 10265090"," 10194092"," 10537842"," 10677350"," 10842756"," 10849531"," 10881965"," 11654229"," 11622772"," 10736368"
"2020F","TX","PETCD"," .85"," .89"," .92"," .99"," 1.61"," 1.97"," 2.24"," 2.46"," 2.59"," 3.44"," 4.4"," 5.19"," 5.26"," 5.1"," 5.09"," 4.7"," 3.61"," 3.68"," 3.53"," 3.55"," 4.14"," 3.93"," 3.89"," 3.93"," 3.95"," 3.86"," 4.45"," 4.38"," 3.6"," 4.06"," 5.74"," 5.58"," 5.01"," 6.41"," 7.63"," 9.84"," 10.84"," 11.66"," 14.35"," 9.33"," 11.27"," 13.54"," 12.71"," 12.85"," 12.78"," 8.63"," 7.79"," 9.2"," 10.41"," 9.31"," 7.35"
"2020F","TX","PETCV"," 4305.2"," 4782"," 5226.4"," 6114.2"," 9788.4"," 11140.9"," 13480"," 16375.5"," 18461.6"," 25767.8"," 34097.6"," 41117.1"," 38936.6"," 37486.2"," 39285.3"," 36793.5"," 27916.1"," 28827.4"," 29479"," 31309.8"," 36471.4"," 35207.9"," 35332.9"," 36063"," 37282.2"," 37154.4"," 45628.8"," 46750.5"," 39138.3"," 43045.5"," 63001.2"," 59809.2"," 55205.3"," 69527"," 83713.6"," 102259.5"," 113388.7"," 120853.5"," 140046.1"," 86475"," 112949.4"," 139002.2"," 129567.9"," 135460.9"," 136485.8"," 93539.6"," 84512.4"," 100065.6"," 121272.2"," 108201"," 78863.6"
"2020F","TX","PETXD"," 1.02"," 1.07"," 1.12"," 1.19"," 1.97"," 2.42"," 2.7"," 2.94"," 3.08"," 4.15"," 5.47"," 6.37"," 6.4"," 6.18"," 6.16"," 5.66"," 4.3"," 4.43"," 4.22"," 4.29"," 5.17"," 4.89"," 4.79"," 4.83"," 4.96"," 4.91"," 5.62"," 5.47"," 4.48"," 5.16"," 7.26"," 6.98"," 6.32"," 7.97"," 9.71"," 12.75"," 14.54"," 15.79"," 19.75"," 13.16"," 15.56"," 19.35"," 18.06"," 17.81"," 17.48"," 11.57"," 10.35"," 12.19"," 13.62"," 12.14"," 9.55"
"2020F","TX","PETXV"," 4037.4"," 4446"," 4841.7"," 5730.5"," 9112.9"," 10040.7"," 11959.1"," 14312.4"," 16019.1"," 22898.6"," 30521.6"," 36481.3"," 33357.1"," 31917.9"," 33469.6"," 31140.5"," 23614"," 24791"," 25405.3"," 26781"," 32030.4"," 30886.6"," 30815.2"," 30998.9"," 32675.5"," 32841.5"," 40521.4"," 41354.5"," 33799.6"," 37432"," 54223.4"," 51072.4"," 47875.1"," 59389.6"," 73247.4"," 88076.9"," 101302.8"," 108053.1"," 123936.5"," 77915"," 103464.8"," 129173.2"," 121897.5"," 126399.7"," 126444.1"," 85918.8"," 77710.9"," 92880.3"," 113457.2"," 101668.8"," 73140.6"
"2020F","TX","PQACD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 26.62"," 30.31"," 23.15"," 22.65"," 23.96"," 14.56"," 14.43"," 19.03"," 20.82"," 16.03"," 14.13"
"2020F","TX","PQACV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 15.2"," 13.5"," 10.6"," 13.3"," 28.5"," 18.2"," 19.7"," 22.4"," 13.1"," 10.4"," 3.4"
"2020F","TX","PQCCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 21.53"," 25.08"," 19.02"," 18.59"," 19.71"," 11.75"," 11.63"," 15.53"," 17.05"," 12.99"," 11.38"
"2020F","TX","PQCCV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 194.1"," 173.4"," 131.8"," 139.5"," 158.5"," 101"," 82.1"," 102.2"," 162.2"," 126.1"," 197.9"
"2020F","TX","PQICD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 15.41"," 19.03"," 13.52"," 13.13"," 14.14"," 6.89"," 6.79"," 10.34"," 11.72"," 8.03"," 6.56"
"2020F","TX","PQICV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 3511.5"," 4734.1"," 4558.2"," 5033.2"," 3702.4"," 2175.1"," 2120.8"," 2854.8"," 3486.5"," 1767.8"," 1440.3"
"2020F","TX","PQISB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 227937"," 248753"," 337257"," 383362"," 261829"," 315501"," 312272"," 275985"," 297494"," 220153"," 219415"
"2020F","TX","PQRCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 27.84"," 30.56"," 28"," 27.71"," 32.71"," 24.49"," 23.36"," 27.27"," 28.36"," 24.78"," 21.68"
"2020F","TX","PQRCV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 570.7"," 562"," 410.9"," 485.3"," 606.7"," 467.2"," 457.5"," 435.3"," 473.1"," 535.3"," 348.8"
"2020F","TX","PQRFB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 954"," 870"," 1350"," 1191"," 1106"," 676"," 1544"," 3257"," 1978"," 1463"," 1079"
"2020F","TX","PQSCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 258027"," 274501"," 359318"," 408961"," 289607"," 344427"," 340273"," 299701"," 324321"," 252107"," 253129"
"2020F","TX","PQTCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 16.63"," 19.97"," 14.23"," 13.87"," 15.52"," 8.02"," 7.88"," 11.39"," 12.75"," 9.68"," 7.86"
"2020F","TX","PQTCV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 4291.5"," 5482.9"," 5111.4"," 5671.2"," 4496.1"," 2761.5"," 2680"," 3414.7"," 4134.9"," 2439.5"," 1990.4"
"2020F","TX","PQTXD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 16.63"," 19.97"," 14.23"," 13.87"," 15.52"," 8.02"," 7.88"," 11.39"," 12.75"," 9.68"," 7.86"
"2020F","TX","PQTXV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 4291.5"," 5482.9"," 5111.4"," 5671.2"," 4496.1"," 2761.5"," 2680"," 3414.7"," 4134.9"," 2439.5"," 1990.4"
"2020F","TX","RFACD"," .42"," .45"," .58"," .53"," 1.39"," 1.63"," 1.49"," 1.69"," 1.51"," 1.96"," 2.15"," 2.49"," 2.81"," 3.02"," 3.25"," 4.03"," 1.42"," 2.57"," 1.83"," 2.41"," 2.94"," 3"," 1.9"," 1.87"," 2.02"," 1.94"," 2.08"," 2.93"," 2.52"," 1.81"," 3.96"," 4.47"," 2.08"," 5.37"," 5.18"," 6.9"," 7.2"," 8.68"," 8.09"," 7.15"," 7.95"," 10.85"," 12.07"," 11.6"," 11.2"," 6.03"," 4.38"," 6.19"," 7.74"," 7.29"," 5.31"
"2020F","TX","RFACV"," 30.9"," 27.7"," 35"," 51.9"," 186.2"," 256.2"," 251"," 345.4"," 346.2"," 605.4"," 618.1"," 561.9"," 537.7"," 488.8"," 506.4"," 547"," 227.7"," 315.8"," 252.7"," 391.3"," 477.3"," 509.8"," 352.7"," 233.3"," 240.2"," 244.4"," 233.6"," 371.9"," 390.7"," 198.6"," 522.4"," 451.7"," 209.9"," 562.4"," 661.1"," 974.6"," 1085"," 1609.9"," 1276.9"," 982.6"," 1390.2"," 1811.4"," 1452.5"," 1371.4"," 1362.6"," 728.6"," 782.5"," 1105.5"," 1120.2"," 1117.5"," 672.9"
"2020F","TX","RFCCD"," .48"," .51"," .66"," .6"," 1.57"," 1.87"," 1.63"," 1.9"," 1.72"," 2.23"," 2.53"," 2.88"," 3.11"," 3.22"," 4.47"," 3.87"," 2"," 2.67"," 1.9"," 2.33"," 2.6"," 1.95"," 2.07"," 0"," 2.12"," 2.46"," 0"," 0"," 0"," 0"," 0"," 3.08"," 3.64"," 0"," 0"," 0"," 0"," 9.15"," 13.15"," 9.45"," 11.59"," 16.23"," 18.05"," 17.5"," 17"," 0"," 8.83"," 0"," 0"," 0"," 8.4"
"2020F","TX","RFCCV"," .2"," .2"," .7"," 1.2"," 5.3"," 7.9"," 6.3"," 8"," 8.1"," 14.8"," 40.9"," 45.8"," 35.5"," 20.6"," 19.1"," 6.1"," 3.1"," 9"," 6.5"," 4.3"," 1.2"," 2.7"," .2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," .2"," .5"," 0"," 0"," 0"," 0"," .8"," .6"," .2"," 1"," 4.5"," 2.7"," 3.2"," 1"," 0"," .4"," 0"," 0"," 0"," 3"
"2020F","TX","RFEID"," .47"," .5"," .67"," .59"," 1.6"," 1.89"," 1.47"," 1.9"," 1.76"," 2.2"," 2.59"," 2.92"," 3.2"," 3.29"," 3.91"," 4.36"," 1.55"," 2.76"," 2.08"," 2.74"," 3.5"," 3.47"," 2.16"," 2.07"," 2.1"," 1.9"," 2.04"," 2.87"," 2.7"," 1.67"," 3.99"," 4.83"," 2.03"," 5.39"," 4.91"," 6.91"," 7.09"," 8.14"," 8.11"," 0"," 0"," 13.07"," 14.83"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2020F","TX","RFEIV"," .3"," .9"," 7.4"," 23"," 51.4"," 20.6"," 34.5"," 57.7"," 74.6"," 61.4"," 10.7"," 10.8"," 18.4"," 42.8"," 8"," 24.2"," 3.6"," 9.9"," 9.6"," 33.4"," 5.6"," 2.3"," 2.4"," 4.3"," 4.5"," .7"," 4.3"," .4"," .2"," .1"," 10.1"," 18.7"," 1.1"," 16.9"," 5.9"," 1.3"," 2.5"," 2.3"," .3"," 0"," 0"," 0"," 2.4"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2020F","TX","RFICD"," .37"," .47"," .47"," .54"," 1.31"," 1.51"," 1.81"," 1.91"," 1.95"," 2.7"," 3.69"," 3.98"," 4.44"," 4.46"," 4.47"," 3.87"," 2"," 2.67"," 1.9"," 2.33"," 2.6"," 1.95"," 2.07"," 1.94"," 2.12"," 2.46"," 2.84"," 2.66"," 1.86"," 2.57"," 3.63"," 3.08"," 3.64"," 4.39"," 4.58"," 6.69"," 8.11"," 9.15"," 13.15"," 9.45"," 11.59"," 16.23"," 18.05"," 17.5"," 17"," 10.84"," 8.83"," 10.95"," 11.62"," 11.75"," 8.4"
"2020F","TX","RFICV"," 4.5"," 4.6"," 7.9"," 24.7"," 71"," 99"," 124.7"," 135.9"," 146.8"," 272.4"," 300.1"," 624.9"," 693.9"," 365.7"," 242.7"," 133.2"," 16.7"," 16.8"," 9.3"," 5"," 14.9"," 7.2"," 4.6"," 19.8"," 24.5"," 28.2"," 27.6"," 19.3"," 10"," 10.2"," 9.2"," 10.1"," 18.1"," 37.1"," 28.5"," 148.8"," 200.1"," 179.4"," 299.2"," 200.6"," 237.6"," 463.8"," 244.7"," 177.1"," 196.9"," 83.7"," 111.4"," 171.1"," 171.1"," 144.8"," 83.6"
"2020F","TX","RFISB"," 12178"," 9661"," 16725"," 46109"," 54244"," 65406"," 68986"," 70956"," 75281"," 100784"," 81397"," 156832"," 156431"," 82010"," 54330"," 34435"," 8372"," 6275"," 4915"," 2136"," 5722"," 3670"," 2236"," 10198"," 11521"," 11449"," 9718"," 7250"," 5379"," 3971"," 2522"," 3263"," 4969"," 8453"," 6236"," 22225"," 24659"," 19608"," 22748"," 21231"," 20499"," 28580"," 13555"," 10123"," 11585"," 7724"," 12609"," 15633"," 14726"," 12325"," 9954"
"2020F","TX","RFRFB"," 2263"," 2496"," 4049"," 1691"," 2590"," 4193"," 13253"," 27770"," 30530"," 9594"," 19377"," 21531"," 12362"," 8491"," 6163"," 3092"," 2193"," 2174"," 1624"," 1025"," 2283"," 3209"," 2874"," 4965"," 3492"," 4011"," 3434"," 4364"," 0"," 18"," 2"," 0"," 39"," 400"," 536"," 12"," 3"," 12"," 10"," 192"," 124"," 14"," 34"," 101"," 107"," 82"," 13"," 182"," 31"," 6"," 0"
"2020F","TX","RFSCB"," 86672"," 73740"," 89377"," 185373"," 223540"," 238085"," 265288"," 310002"," 352192"," 443545"," 389717"," 401636"," 364657"," 263094"," 216337"," 177424"," 172848"," 135960"," 151328"," 178594"," 170378"," 175556"," 189474"," 136905"," 132454"," 137726"," 124143"," 134527"," 160363"," 113873"," 137115"," 108371"," 106798"," 116252"," 134935"," 163616"," 175772"," 205390"," 180578"," 158693"," 195545"," 195812"," 134173"," 128582"," 133267"," 128521"," 191336"," 194149"," 159427"," 165618"," 136927"
"2020F","TX","RFTCD"," .42"," .45"," .57"," .54"," 1.4"," 1.61"," 1.57"," 1.76"," 1.63"," 2.15"," 2.49"," 3.1"," 3.53"," 3.49"," 3.59"," 4"," 1.45"," 2.59"," 1.84"," 2.43"," 2.93"," 2.97"," 1.9"," 1.88"," 2.03"," 1.98"," 2.14"," 2.91"," 2.5"," 1.83"," 3.95"," 4.44"," 2.15"," 5.3"," 5.15"," 6.87"," 7.32"," 8.73"," 8.73"," 7.46"," 8.33"," 11.64"," 12.69"," 12.07"," 11.71"," 6.32"," 4.67"," 6.58"," 8.1"," 7.62"," 5.55"
"2020F","TX","RFTCV"," 36"," 33.4"," 51.1"," 100.8"," 313.9"," 383.7"," 416.5"," 547"," 575.7"," 954"," 969.9"," 1243.4"," 1285.5"," 917.8"," 776.2"," 710.5"," 251.2"," 351.5"," 278"," 434"," 499"," 521.9"," 359.9"," 257.4"," 269.2"," 273.4"," 265.5"," 391.6"," 400.9"," 208.9"," 541.6"," 480.7"," 229.7"," 616.5"," 695.5"," 1124.6"," 1287.5"," 1792.4"," 1577.1"," 1183.4"," 1628.8"," 2279.7"," 1702.3"," 1551.8"," 1560.5"," 812.3"," 894.3"," 1276.6"," 1291.3"," 1262.3"," 759.5"
"2020F","TX","RFTXD"," .41"," .45"," .56"," .53"," 1.37"," 1.6"," 1.58"," 1.75"," 1.62"," 2.15"," 2.49"," 3.1"," 3.53"," 3.5"," 3.58"," 3.99"," 1.45"," 2.58"," 1.83"," 2.41"," 2.92"," 2.97"," 1.9"," 1.88"," 2.03"," 1.99"," 2.14"," 2.91"," 2.5"," 1.83"," 3.95"," 4.42"," 2.15"," 5.3"," 5.16"," 6.87"," 7.33"," 8.73"," 8.73"," 7.46"," 8.33"," 11.64"," 12.69"," 12.07"," 11.71"," 6.32"," 4.67"," 6.58"," 8.1"," 7.62"," 5.55"
"2020F","TX","RFTXV"," 35.7"," 32.5"," 43.6"," 77.8"," 262.5"," 363.1"," 382"," 489.3"," 501.1"," 892.6"," 959.1"," 1232.7"," 1267.1"," 875"," 768.2"," 686.3"," 247.5"," 341.6"," 268.5"," 400.6"," 493.4"," 519.6"," 357.5"," 253.1"," 264.7"," 272.6"," 261.2"," 391.2"," 400.7"," 208.8"," 531.5"," 462"," 228.6"," 599.6"," 689.6"," 1123.4"," 1285.1"," 1790.1"," 1576.7"," 1183.4"," 1628.8"," 2279.7"," 1699.9"," 1551.8"," 1560.5"," 812.3"," 894.3"," 1276.6"," 1291.3"," 1262.3"," 759.5"
"2020F","TX","SNICD"," 1.96"," 2"," 2"," 2.08"," 2.6"," 3.12"," 3.12"," 3.12"," 3.12"," 5.04"," 10.48"," 10.72"," 10.72"," 10.72"," 11.13"," 10.87"," 10.73"," 10.73"," 10.84"," 10"," 9.71"," 9.51"," 9.55"," 9.47"," 9.57"," 9.84"," 10.5"," 10.46"," 9.02"," 9.93"," 12.69"," 12.1"," 11.4"," 13.16"," 15.67"," 19.14"," 21.73"," 23.79"," 27.78"," 20.2"," 24.1"," 30.44"," 31.33"," 30.47"," 29.27"," 21.53"," 19.21"," 21.57"," 23.98"," 23.01"," 19.18"
"2020F","TX","SNICV"," 17.6"," 17.9"," 19.2"," 20.2"," 25"," 25.8"," 31.3"," 32.6"," 39.2"," 64.2"," 128.3"," 113.3"," 105.5"," 123.9"," 171.9"," 129.1"," 85.2"," 94.9"," 75.6"," 65.5"," 63.6"," 47.9"," 57.1"," 56.7"," 44.4"," 39.9"," 47.3"," 45.7"," 58.5"," 87.3"," 74.7"," 83.7"," 102.9"," 93.3"," 70.5"," 105.4"," 153.9"," 187.7"," 238.5"," 94.3"," 63.6"," 69.6"," 46.6"," 317.6"," 323.7"," 222.7"," 187.3"," 220"," 224.3"," 223.6"," 168.7"
"2020F","TX","TEACD"," 2.07"," 2.16"," 2.14"," 2.2"," 3.22"," 3.54"," 3.71"," 3.95"," 3.96"," 5.29"," 7.42"," 8.76"," 8.37"," 7.55"," 7.45"," 7.46"," 5.37"," 6.05"," 5.9"," 6.43"," 7.61"," 7.32"," 7.14"," 7.24"," 7.29"," 7.4"," 7.91"," 7.62"," 6.46"," 7.14"," 9.6"," 9.01"," 8.56"," 9.97"," 12.22"," 16.03"," 18.19"," 19.72"," 24.47"," 16.72"," 20.23"," 26.1"," 26.95"," 26.35"," 25.22"," 17.45"," 15.01"," 17.22"," 19.87"," 18.65"," 15.1"
"2020F","TX","TEACV"," 2305.6"," 2499.9"," 2684.4"," 3037"," 4546.4"," 5233.3"," 5712.6"," 6550.4"," 6931.7"," 9522.5"," 12568.4"," 15076.3"," 14875.8"," 13382.1"," 13765.8"," 14409.6"," 10684.6"," 11792.8"," 12002.3"," 13103.6"," 15552.3"," 14778"," 14738.9"," 14848.9"," 15293.2"," 15385.6"," 17887.9"," 17669.3"," 15863.3"," 17405.7"," 23979.8"," 23455"," 22897.8"," 26042.2"," 32250.8"," 42294.9"," 50258.6"," 54974"," 65684.3"," 42960.2"," 52218.5"," 67845.7"," 68841.1"," 69891.1"," 71430.1"," 50697.9"," 45011.9"," 52165.2"," 61700.2"," 58951.5"," 39930.1"
"2020F","TX","TECCD"," 1.89"," 2.06"," 2.21"," 2.22"," 3"," 3.89"," 4.4"," 5"," 5.55"," 5.92"," 7.74"," 9.61"," 10.74"," 11.03"," 11.98"," 12.36"," 11.38"," 10.77"," 10.88"," 11.02"," 11.68"," 12.09"," 12.25"," 13.32"," 13.41"," 12.23"," 13.15"," 12.9"," 13.32"," 13.33"," 14.23"," 16.6"," 13.76"," 16.19"," 17.36"," 20.82"," 23.16"," 22.8"," 25.11"," 21.9"," 20.68"," 20.33"," 19.44"," 19.1"," 19.42"," 18.77"," 19.15"," 19.53"," 18.49"," 18.31"," 17.72"
"2020F","TX","TECCV"," 517.4"," 566"," 640.8"," 714.5"," 894.1"," 1125.5"," 1373.3"," 1772.3"," 2105.7"," 2860.3"," 3090.9"," 3946.4"," 4520.8"," 5311"," 5193.1"," 5238.5"," 4632.3"," 4635.4"," 4908.1"," 5075"," 5304.9"," 5595.1"," 5715.8"," 6068.9"," 6339.5"," 6278.1"," 6443.2"," 6875.9"," 6860.5"," 7005.2"," 8302.1"," 9330.5"," 8166.2"," 9527.6"," 9705.7"," 11894.7"," 12882.1"," 12840.6"," 14693.2"," 13257.2"," 13153.4"," 13492.6"," 12712"," 12878.4"," 13526.7"," 13131.9"," 13329.9"," 13397.4"," 13999.8"," 13502.9"," 12864.9"
"2020F","TX","TEGDS",,,,,,,,,,,,,,,,,,,,,,,,,,,," 9.63"," 8.06"," 8.15"," 10.09"," 9.59"," 8.7"," 9.98"," 10.75"," 11.86"," 12.33"," 11.92"," 12.96"," 9.51"," 10.93"," 12.1"," 10.73"," 10.46"," 10.16"," 7.58"," 7"," 7.5"," 8.22"," 7.39"," 6.09"
"2020F","TX","TEICD"," .66"," .69"," .76"," .84"," 1.56"," 2.04"," 2.44"," 2.75"," 2.98"," 4.03"," 5.09"," 5.92"," 6.15"," 6.24"," 6.17"," 5.29"," 4.21"," 4"," 3.77"," 3.61"," 4.35"," 4.14"," 4.1"," 4.12"," 4.3"," 4.16"," 4.98"," 4.87"," 3.9"," 4.54"," 6.44"," 6.25"," 5.5"," 7.3"," 8.82"," 11.33"," 12.96"," 14.04"," 17.4"," 11.26"," 13.34"," 15.81"," 13.11"," 13.25"," 13.08"," 8.2"," 7.6"," 9.16"," 10.3"," 8.64"," 6.95"
"2020F","TX","TEICV"," 1627.9"," 1828.6"," 2066.7"," 2568.3"," 4528.8"," 4856.7"," 6349.3"," 7888.9"," 9235.9"," 13121.8"," 18436.1"," 22248.9"," 19454.3"," 19249.9"," 20585.7"," 17742.5"," 13983.5"," 13676.7"," 14168.6"," 14279.5"," 17187.5"," 16957.9"," 17084.9"," 17196.3"," 18525.7"," 18342.7"," 23865.3"," 24649.2"," 19433.3"," 21375.6"," 30969.6"," 28419.8"," 25846.1"," 34043.4"," 42079.6"," 47033.6"," 53800"," 55692.2"," 60725.3"," 36248.9"," 51815.2"," 62096.5"," 53603.6"," 57010.8"," 55471.9"," 35895.4"," 33664.2"," 41685.4"," 52312.8"," 44100.6"," 34346.7"
"2020F","TX","TEPFB"," 2661399"," 2725690"," 2906823"," 3043279"," 3062991"," 2940042"," 2957981"," 3111733"," 3203341"," 3242644"," 3216110"," 2818006"," 2645604"," 2613169"," 2828554"," 2799098"," 2811932"," 2927966"," 3047075"," 3096311"," 3111027"," 2979455"," 3032543"," 3111951"," 3233457"," 3258215"," 3446317"," 3466838"," 3603069"," 3528019"," 3609198"," 3571707"," 3601350"," 3502140"," 3462204"," 3516132"," 3569437"," 3793357"," 3833443"," 3824092"," 3775787"," 3911757"," 3900559"," 4287835"," 4110057"," 4041563"," 4161919"," 4230824"," 4282064"," 4444883"," 4411716"
"2020F","TX","TERCD"," 2.48"," 2.62"," 2.77"," 3.07"," 3.65"," 4.07"," 4.71"," 5.42"," 5.97"," 6.48"," 8.5"," 10.65"," 12.44"," 13.24"," 13.13"," 13.69"," 12.92"," 12.41"," 12.88"," 13"," 13.96"," 14.46"," 14.68"," 15.34"," 15.84"," 15.5"," 15.55"," 15.81"," 16.26"," 16.34"," 17.64"," 19.56"," 17.56"," 20.4"," 22.2"," 25.52"," 30.14"," 27.89"," 30.18"," 28.21"," 26.08"," 25.9"," 26.18"," 26.13"," 26.77"," 26.58"," 26.56"," 27.39"," 26.26"," 27"," 27.72"
"2020F","TX","TERCV"," 1007.6"," 1102.7"," 1232.7"," 1372.2"," 1554.5"," 1720.2"," 2020.7"," 2611.2"," 3016.1"," 3413.2"," 3860.6"," 4685.7"," 5774.3"," 6026.7"," 6594.5"," 6869.7"," 6234.3"," 6331.4"," 6652"," 7104.9"," 7416.5"," 7826.8"," 7733.1"," 8529"," 8667"," 8510.3"," 9196.9"," 9545.7"," 9853.9"," 9621.2"," 11299.7"," 12931.5"," 11834.3"," 13563"," 14199.3"," 16841.2"," 19081"," 18510.5"," 20144.4"," 18766.6"," 18976"," 18803.1"," 17345.1"," 18654.1"," 20006.8"," 19564.2"," 18568.4"," 18560.9"," 20684.6"," 21252"," 21054.3"
"2020F","TX","TERFB"," 941852"," 925935"," 984248"," 1043576"," 1037918"," 966903"," 968028"," 988547"," 936271"," 997548"," 1041724"," 669941"," 628107"," 602116"," 698684"," 659915"," 715168"," 774350"," 839156"," 828417"," 876243"," 862933"," 939417"," 939711"," 974243"," 956039"," 1056010"," 1041413"," 1025649"," 1014159"," 1005869"," 1053461"," 993118"," 1023237"," 1014745"," 951592"," 942750"," 952077"," 903030"," 887514"," 842364"," 854685"," 896835"," 963386"," 919062"," 930703"," 999299"," 1014651"," 1025649"," 1045421"," 1029516"
"2020F","TX","TETCD"," 1.28"," 1.33"," 1.4"," 1.48"," 2.29"," 2.83"," 3.17"," 3.51"," 3.71"," 4.77"," 6.15"," 7.26"," 7.66"," 7.59"," 7.54"," 7.12"," 5.74"," 5.77"," 5.58"," 5.65"," 6.51"," 6.35"," 6.27"," 6.44"," 6.57"," 6.42"," 7.06"," 6.9"," 6.08"," 6.71"," 8.74"," 8.86"," 7.96"," 9.76"," 11.41"," 14.72"," 16.78"," 17.79"," 21.71"," 15.75"," 17.39"," 20.49"," 19.16"," 18.99"," 18.84"," 13.69"," 12.53"," 14.07"," 15.29"," 14.08"," 11.93"
"2020F","TX","TETCV"," 5458.4"," 5997.2"," 6624.6"," 7691.9"," 11523.8"," 12935.7"," 15455.9"," 18822.7"," 21289.5"," 28917.9"," 37956"," 45957.3"," 44625.2"," 43969.7"," 46139.2"," 44260.2"," 35534.6"," 36436.3"," 37731"," 39563"," 45461.1"," 45157.8"," 45272.6"," 46643.1"," 48825.4"," 48516.7"," 57393.3"," 58740"," 52011"," 55407.7"," 74551.2"," 74136.9"," 68744.5"," 83176.3"," 98235.3"," 118064.4"," 136021.7"," 142017.3"," 161247.2"," 111233"," 136163.1"," 162237.9"," 152501.9"," 158434.5"," 160435.4"," 119289.4"," 110574.3"," 125808.9"," 148697.3"," 137807.1"," 108195.9"
"2020F","TX","TETPV"," 485.8"," 521"," 563.4"," 639.9"," 939.3"," 1029.2"," 1197.7"," 1426.7"," 1577"," 2082.2"," 2647.2"," 3116.5"," 2910.7"," 2791.4"," 2882.4"," 2719.9"," 2145.7"," 2192.1"," 2263.8"," 2354"," 2665.3"," 2595.6"," 2549.2"," 2568.2"," 2630.1"," 2559.1"," 2967.5"," 2975.6"," 2580.2"," 2695.2"," 3559.5"," 3477.4"," 3169.4"," 3775.4"," 4386.7"," 5183.2"," 5823"," 5959.1"," 6633.2"," 4484.9"," 5394.3"," 6326.2"," 5846.5"," 5983.3"," 5950.2"," 4342.8"," 3961.2"," 4447"," 5194.7"," 4754.1"," 3703.1"
